Category,Technology,Travel,Sports,Finance,Entertainment,World,Fashion,Health
eats,0,1,0,0,0,0,0,0
dragon,0,1,0,0,0,0,0,0
deserted,0,1,0,0,0,0,0,0
responsibility,0,1,0,0,0,2,0,0
pleasure,1,1,0,0,0,0,2,0
serenade,0,1,0,0,0,0,0,0
infant,0,1,0,0,0,0,0,1
heartfelt,0,1,1,0,0,0,0,0
radar,0,1,0,0,1,0,0,0
piscine,0,1,0,0,0,0,0,0
arteries,0,1,0,0,0,0,0,0
possessions,0,1,2,0,0,0,0,0
energies,0,1,0,0,0,0,0,0
dolly,0,1,0,0,0,0,0,0
dolls,0,1,0,0,0,0,0,1
goob,0,1,0,0,0,0,0,0
disrespectful,0,1,0,0,0,0,0,0
claypot,0,1,0,0,0,0,0,0
humans,0,1,0,0,0,0,1,0
eleanor,0,1,0,0,0,0,0,0
deteriorated,0,1,0,0,0,0,0,0
chad,0,1,2,0,0,0,0,0
pao,0,1,0,0,0,0,0,0
biscuits,0,1,0,0,0,0,0,0
delicious,0,1,0,0,0,0,0,0
engaging,0,1,0,0,0,2,0,2
backpacks,0,1,0,0,0,0,0,0
insurance,0,1,1,0,0,0,0,1
sickness,0,1,0,0,0,0,0,1
flowed,0,1,0,0,0,0,0,0
eyrich,0,1,0,0,0,0,0,0
brewery,0,1,0,0,0,0,0,0
lawrence,0,1,0,0,0,0,0,0
bulls,0,1,1,0,0,0,0,0
terminals,0,1,0,0,0,0,0,0
markjohansoncom,0,1,0,0,0,0,0,0
inspection,0,1,0,0,0,0,0,0
computers,0,1,0,0,0,2,1,0
hunnings,0,1,0,0,0,0,0,0
rainforest,0,1,0,0,0,0,0,0
pilots,1,1,0,0,0,0,0,0
cashmeres,0,1,0,0,0,0,0,0
overthetop,0,1,0,0,0,0,0,0
ingolfstorg,0,1,0,0,0,0,0,0
instances,0,1,0,0,0,1,1,0
modish,0,1,0,0,0,0,0,0
bloodied,0,1,0,0,0,0,0,0
divorce,0,1,0,0,0,0,0,0
zayed,0,1,0,0,0,0,0,0
hunkers,0,1,0,0,0,0,0,0
piilani,0,1,0,0,0,0,0,0
draper,0,1,0,0,0,0,0,0
favorable,0,1,0,0,0,0,0,0
hiba,0,1,0,0,0,0,0,0
frictiontesting,0,1,0,0,0,0,0,0
gotten,0,1,1,0,0,0,0,0
bodyshaping,0,1,0,0,0,0,0,0
bohemian,0,1,0,0,0,0,0,0
supposed,0,1,1,0,0,1,1,1
treated,0,1,0,0,0,1,0,1
declare,0,1,0,0,0,0,0,0
zz,0,1,0,0,0,0,0,0
showers,0,1,0,0,0,0,0,0
confirms,0,1,0,0,0,0,0,0
dotcom,0,1,0,0,0,0,0,0
fortification,0,1,0,0,0,0,0,0
dancing,0,1,0,0,0,0,1,1
radars,0,1,0,0,0,0,0,0
province,0,1,0,0,0,2,1,0
serene,0,1,0,0,0,0,0,0
patterson,0,1,0,0,0,0,0,0
salmon,0,1,0,0,0,0,0,0
giggling,0,1,0,0,0,0,0,0
feasting,0,1,0,0,0,0,0,0
maier,0,1,0,0,0,0,0,0
cramped,0,1,0,0,0,0,0,0
chester,0,1,0,0,0,0,0,0
northeastern,0,1,0,0,0,0,0,0
weigh,0,1,1,0,0,0,0,0
witherspoon,0,1,0,0,0,0,0,0
scattered,0,1,1,0,0,0,1,0
headlined,0,1,0,0,0,0,0,0
converge,0,1,0,0,0,0,0,0
injected,0,1,0,0,0,0,0,0
carefully,0,1,0,0,0,0,1,0
jared,0,1,0,0,0,0,0,0
chimes,0,1,0,0,1,0,1,0
merger,0,1,0,0,0,0,1,0
nervous,0,1,0,0,0,0,0,0
ruin,0,1,0,0,0,0,0,0
tuktuks,0,1,0,0,0,0,0,0
merged,0,1,0,0,0,0,0,0
nosering,0,1,0,0,0,0,0,0
ovenroasted,0,1,0,0,0,0,0,0
express,0,1,16,0,0,0,1,0
rotted,0,1,0,0,0,0,0,0
courage,0,1,0,0,0,0,0,0
theft,0,1,0,0,0,0,0,0
restaurante,0,1,0,0,0,0,0,0
evercurious,0,1,0,0,0,0,0,0
fuel,0,1,0,0,0,0,0,0
stadium,0,1,2,0,0,0,0,0
rhinestone,0,1,0,0,0,0,0,0
leslie,0,1,0,0,0,0,0,0
seated,0,1,0,0,0,0,0,0
ballindalloch,0,1,0,0,0,0,0,0
meandering,0,1,0,0,0,0,0,1
cutout,0,1,0,0,0,0,0,0
defunct,0,1,0,0,0,0,0,0
kitchens,0,1,0,0,0,0,0,0
cakes,0,1,0,0,0,0,0,0
elliot,0,1,0,0,0,0,0,0
dances,0,1,0,0,0,0,0,0
changers,0,1,0,0,0,0,0,0
shutdown,0,1,0,0,0,0,0,0
headaches,0,1,0,0,0,0,0,1
screened,0,1,0,0,0,0,0,1
grandsons,0,1,0,0,0,0,0,0
secret,1,1,0,0,0,4,3,1
ireland,2,1,0,0,0,0,1,0
portraits,0,1,0,0,0,1,0,0
collaborator,0,1,0,0,0,0,0,0
meeting,0,1,2,0,4,1,0,0
slips,0,1,0,0,0,1,0,0
settling,0,1,1,0,0,0,0,1
vans,0,1,0,0,0,0,0,0
wish,0,1,1,0,0,2,0,0
gay,0,1,1,0,0,1,0,0
assorted,0,1,0,0,0,0,0,0
dissension,0,1,0,0,0,0,0,0
understand,0,1,3,0,0,2,1,0
honking,0,1,0,0,0,0,0,0
raw,0,1,0,0,0,0,0,1
tolerate,0,1,0,0,0,0,0,0
sobs,0,1,0,0,0,0,0,0
incheon,0,1,0,0,0,0,0,0
dooropener,0,1,0,0,0,0,0,0
arenas,0,1,0,0,0,0,1,0
italy,0,1,0,0,0,0,1,1
notalwaysnice,0,1,0,0,0,0,0,0
parroting,0,1,0,0,0,0,0,0
departures,0,1,0,0,0,0,0,0
eels,0,1,0,0,0,0,0,0
keys,0,1,1,0,0,0,0,2
assignment,0,1,1,0,0,0,0,0
yesterday,0,1,0,0,0,0,1,0
desks,0,1,0,0,0,0,0,0
sandals,0,1,0,0,0,0,0,0
task,0,1,2,0,0,1,2,0
flags,0,1,0,0,0,0,0,0
howl,0,1,0,0,0,0,0,0
echoing,0,1,0,0,0,0,0,0
circling,0,1,0,0,0,0,0,0
credentials,0,1,0,0,0,0,0,0
alternative,0,1,0,0,0,0,0,0
injuries,0,1,2,0,0,0,0,1
honeycombencased,0,1,0,0,0,0,0,0
cup,0,1,3,0,1,0,0,1
marrying,0,1,0,0,0,0,0,0
alternate,0,1,0,0,0,0,0,0
excited,0,1,0,0,1,0,0,0
unloading,0,1,0,0,0,0,0,0
bib,0,1,0,0,0,0,0,0
armbruster,0,1,0,0,0,0,0,0
follows,0,1,0,0,0,1,1,0
indication,0,1,1,0,0,0,0,0
borrows,0,1,0,0,0,0,0,0
lodging,0,1,0,0,0,0,0,0
delegation,0,1,0,0,0,0,0,0
examples,0,1,1,0,0,0,0,0
mirror,0,1,1,0,0,0,0,0
lightning,0,1,0,0,0,0,0,0
shoves,0,1,0,0,0,0,0,0
pep,0,1,0,0,0,0,0,0
per,0,1,8,0,0,1,0,1
sneakers,0,1,1,0,0,0,0,0
portlandia,0,1,0,0,0,0,0,0
scofield,0,1,0,0,0,0,0,0
epic,0,1,1,0,0,0,0,0
saab,0,1,0,0,0,0,0,0
either,0,1,4,0,0,0,0,1
patient,0,1,0,0,0,1,0,3
chanting,0,1,0,0,0,0,0,0
lounges,0,1,0,0,0,0,0,0
lounger,0,1,0,0,0,0,0,0
stomps,0,1,0,0,0,0,0,0
faade,0,1,0,0,0,0,0,0
costumed,0,1,0,0,0,0,0,0
diversifying,0,1,0,0,0,0,0,0
goody,0,1,0,0,0,0,0,0
drama,0,1,1,0,1,0,1,0
belting,0,1,0,0,0,0,0,0
beans,0,1,0,0,0,0,0,1
macphersongrant,0,1,0,0,0,0,0,0
jimmy,0,1,3,0,0,0,0,0
invading,0,1,0,0,0,0,0,0
iowa,0,1,0,0,0,0,0,0
clack,0,1,0,0,0,0,0,0
steven,0,1,1,0,0,0,0,0
batons,0,1,0,0,0,0,0,0
homemade,0,1,0,0,0,0,0,0
bored,0,1,0,0,2,0,1,0
frenzied,0,1,0,0,0,0,0,0
nutshell,0,1,0,0,0,0,0,0
directed,0,1,0,0,2,0,1,0
blockage,0,1,0,0,0,0,0,0
lessdiscovered,0,1,0,0,0,0,0,0
planes,0,1,0,0,0,0,0,0
belgian,0,1,1,0,0,0,0,0
constant,0,1,1,0,0,1,1,2
curb,0,1,0,0,0,0,0,1
necks,0,1,0,0,0,0,0,0
cafe,0,1,0,0,1,3,0,0
emanates,0,1,0,0,0,0,0,0
levity,0,1,0,0,0,0,0,0
yang,0,1,0,0,0,0,1,0
brushing,0,1,0,0,0,0,0,0
etuk,0,1,0,0,0,0,0,0
prepared,0,1,2,0,0,0,1,0
restoration,0,1,0,0,0,0,0,0
prepares,0,1,0,0,1,1,0,0
ellis,0,1,0,0,0,0,0,0
kumok,0,1,0,0,0,0,0,0
desert,0,1,0,0,0,0,0,0
voting,0,1,0,0,0,0,0,0
detroithong,0,1,0,0,0,0,0,0
cooked,0,1,1,0,0,0,0,0
rallies,0,1,0,0,0,0,0,0
stroller,0,1,0,0,0,0,0,0
valves,0,1,0,0,0,0,0,0
hint,0,1,0,0,0,0,0,0
loungers,0,1,0,0,0,0,0,0
lotti,0,1,0,0,0,0,0,0
overpriced,0,1,1,0,0,0,0,0
whisky,0,1,0,0,0,0,1,0
queen,0,1,0,0,0,0,0,1
avalon,0,1,0,0,0,0,0,0
putting,0,1,0,0,1,1,0,2
crathes,0,1,0,0,0,0,0,0
mythical,0,1,0,0,0,0,0,0
linoleum,0,1,0,0,0,0,0,0
announcing,0,1,0,0,0,2,0,0
selfdescribed,0,1,0,0,0,0,0,0
vistas,0,1,0,0,0,0,0,0
uncomfortably,0,1,0,0,0,0,0,0
clive,0,1,0,0,0,0,0,0
rivers,0,1,0,0,0,0,0,1
xpresspa,0,1,0,0,0,0,0,0
taxiways,0,1,0,0,0,0,0,0
publicityconscious,0,1,0,0,0,0,0,0
ticketing,0,1,0,0,0,0,0,0
falcons,0,1,1,0,0,0,0,0
practices,2,1,0,0,0,1,0,0
brohug,0,1,0,0,0,0,0,0
body,0,1,2,0,1,1,0,6
alder,0,1,0,0,0,0,0,0
rollingball,0,1,0,0,0,0,0,0
packing,0,1,1,0,0,0,0,1
objects,1,1,0,0,0,0,0,0
safer,0,1,0,0,0,0,0,0
imperfections,0,1,0,0,0,0,0,0
talent,0,1,5,0,0,0,0,0
koons,0,1,0,0,0,0,0,0
proof,0,1,1,0,0,0,0,0
vips,0,1,0,0,0,0,0,0
oval,0,1,0,0,0,0,0,0
chi,0,1,0,0,0,0,0,0
debbie,0,1,0,0,0,0,0,0
woodrum,0,1,0,0,0,0,0,0
upcoming,1,1,0,0,0,0,0,0
giggle,0,1,1,0,0,0,0,0
payne,0,1,0,0,0,0,0,0
tearing,0,1,1,0,0,0,0,0
hints,0,1,0,0,0,0,0,0
britney,0,1,0,0,0,0,0,0
tunnel,0,1,0,0,0,0,0,0
needle,0,1,0,0,0,0,0,1
contagion,0,1,0,0,0,0,0,0
reynaldo,0,1,0,0,0,0,0,0
sutter,0,1,0,0,0,0,0,0
obvious,0,1,2,0,0,0,0,0
ankeny,0,1,0,0,0,0,0,0
closing,0,1,0,0,0,0,0,0
admiralty,0,1,0,0,0,0,0,0
snacks,0,1,0,0,0,0,0,0
proportions,0,1,0,0,0,0,0,0
infantry,0,1,0,0,0,0,0,0
reserves,0,1,0,0,0,0,0,0
syrupy,0,1,0,0,0,0,0,0
employs,0,1,0,0,0,0,0,0
acl,0,1,1,0,0,0,0,0
tan,0,1,0,0,0,0,0,0
lamb,0,1,0,0,0,0,0,0
varied,0,1,1,0,0,0,0,0
democracy,0,1,0,0,0,0,0,0
turnstiles,0,1,0,0,0,0,0,0
grimaces,0,1,0,0,0,0,0,0
hampshire,0,1,0,0,0,0,0,0
regions,0,1,0,0,0,2,1,0
envirotainers,0,1,0,0,0,0,0,0
bogota,0,1,0,0,0,0,0,0
philosophy,0,1,1,0,0,0,1,0
dc,0,1,0,0,0,0,0,0
sip,0,1,0,0,0,0,0,0
billings,0,1,0,0,0,0,0,0
fray,0,1,0,0,0,0,0,0
aniston,0,1,0,0,0,0,0,0
geek,0,1,0,0,0,0,0,0
lines,0,1,1,0,0,1,1,3
trembling,0,1,0,0,0,0,0,0
horne,0,1,0,0,0,0,0,0
quietly,0,1,0,0,0,0,0,0
struggles,0,1,0,0,0,1,0,0
unofficially,0,1,0,0,0,0,0,0
agricultural,0,1,0,0,0,0,0,0
onboard,0,1,0,0,0,0,0,0
bunch,0,1,1,0,0,0,0,0
phillips,0,1,0,0,0,0,0,0
lt,0,1,0,0,0,0,0,0
lr,0,1,0,0,0,0,0,0
criminal,4,1,0,0,0,1,0,0
image,0,1,0,0,1,0,1,1
artisanal,0,1,0,0,0,0,0,0
spela,0,1,0,0,0,0,0,0
dal,0,1,0,0,0,0,0,0
yearend,0,1,0,0,0,0,0,0
puente,0,1,0,0,0,0,0,0
mention,0,1,1,0,0,0,0,0
sonata,0,1,0,0,0,0,0,0
kindness,0,1,0,0,0,0,0,0
lid,0,1,0,0,0,0,0,0
airports,1,1,0,0,0,0,0,0
dreaming,0,1,0,0,0,0,0,0
junkie,0,1,0,0,0,0,0,0
slumped,0,1,0,0,0,0,0,0
sweatshirt,0,1,0,0,0,0,0,0
sexual,0,1,0,0,0,1,1,1
popping,0,1,0,0,0,0,0,0
matt,0,1,8,0,1,0,0,1
gomez,0,1,0,0,1,0,0,0
announces,0,1,0,0,0,0,0,0
mate,0,1,0,0,0,0,0,0
socalled,0,1,0,0,0,2,0,0
rem,0,1,0,0,0,0,1,0
appendageitis,0,1,0,0,0,0,0,0
approaches,1,1,0,0,0,0,1,0
hazard,0,1,1,0,0,1,0,0
afterward,0,1,0,0,0,0,0,1
waving,0,1,0,0,0,0,0,1
ruins,0,1,0,0,0,0,1,0
barriere,0,1,0,0,0,0,0,0
rita,0,1,0,0,0,0,0,0
airtran,0,1,0,0,0,0,0,0
mids,0,1,0,0,0,0,1,0
infantryman,0,1,0,0,0,0,0,0
finest,0,1,0,0,0,0,1,0
rader,0,1,0,0,0,0,0,0
snowcapped,0,1,0,0,0,0,0,0
ethnic,0,1,0,0,0,0,0,0
reaches,0,1,0,0,0,0,1,0
multilayered,0,1,0,0,0,0,0,0
laps,0,1,0,0,0,0,0,0
ripples,0,1,0,0,0,0,0,0
harun,0,1,0,0,0,0,0,0
scans,0,1,0,0,0,0,0,1
gear,0,1,0,0,0,1,0,2
explanation,0,1,1,0,0,0,0,0
ipad,0,1,0,0,0,0,0,0
sweden,0,1,0,0,0,0,0,2
loves,0,1,0,0,0,0,0,0
kochar,0,1,0,0,0,0,0,0
washers,0,1,0,0,0,0,0,0
wakes,0,1,0,0,0,0,0,0
patting,0,1,0,0,0,0,0,0
comfortably,0,1,0,0,0,0,0,0
curved,0,1,0,0,0,0,0,0
njcom,0,1,0,0,0,0,0,0
dementia,0,1,0,0,0,0,0,4
dallas,0,1,2,0,0,0,0,0
gingerly,0,1,0,0,0,0,0,0
montgomery,0,1,0,0,0,0,0,1
messano,0,1,0,0,0,0,0,0
arrisia,0,1,0,0,0,0,0,0
mimics,0,1,0,0,0,0,0,0
interning,0,1,0,0,0,0,0,0
enthusiastic,0,1,0,0,0,0,0,0
disease,0,1,0,0,0,3,0,8
occasion,0,1,1,0,0,0,2,0
skinny,0,1,0,0,0,0,0,0
parris,0,1,0,0,0,0,0,0
nags,0,1,0,0,0,0,0,0
kayley,0,1,0,0,0,0,0,0
speyside,0,1,0,0,0,0,0,0
historicarchitectural,0,1,0,0,0,0,0,0
harleydavidson,0,1,0,0,0,0,0,0
beat,0,1,2,0,0,0,0,1
coworker,0,1,0,0,0,0,0,0
bean,0,1,0,0,0,0,0,0
spainspired,0,1,0,0,0,0,0,0
jeannie,0,1,0,0,0,0,0,0
subways,0,1,0,0,0,0,0,0
calling,0,1,2,0,1,4,0,0
nungesser,0,1,0,0,0,0,0,0
constructing,0,1,0,0,0,0,0,0
teakwood,0,1,0,0,0,0,0,0
wetland,0,1,0,0,0,0,0,0
audits,0,1,0,0,0,0,0,0
awaits,0,1,0,0,0,0,0,1
hoofing,0,1,0,0,0,0,0,0
purses,0,1,0,0,0,0,0,0
routine,0,1,0,0,0,2,0,1
colombian,0,1,0,0,0,0,0,0
junkies,0,1,0,0,0,0,0,0
nightfall,0,1,0,0,0,0,0,0
milliondollar,0,1,0,0,0,0,0,0
selena,0,1,0,0,1,0,0,0
joke,0,1,0,0,0,0,0,0
httptcogshwibo,0,1,0,0,0,0,0,0
equal,0,1,0,0,0,0,1,0
trips,0,1,0,0,0,1,2,0
passing,0,1,4,0,0,1,0,1
detailed,0,1,0,0,0,0,0,1
eatingsleeping,0,1,0,0,0,0,0,0
statues,0,1,0,0,0,0,0,0
elegant,0,1,0,0,0,0,0,0
invasive,0,1,0,0,0,0,0,0
ac,0,1,0,0,0,0,0,0
brennan,0,1,0,0,0,0,0,0
twoweek,0,1,1,0,0,0,0,0
byways,0,1,0,0,0,0,0,0
uninitiated,0,1,0,0,0,0,0,0
watkins,0,1,1,0,0,0,0,0
ad,0,1,0,0,0,0,0,0
calafia,0,1,0,0,0,0,0,0
muddy,0,1,0,0,0,0,0,0
copies,0,1,0,0,0,0,1,1
quatian,0,1,0,0,0,0,0,0
gaze,0,1,0,0,0,0,0,0
attends,0,1,0,0,0,0,0,0
ah,0,1,0,0,0,0,0,0
rump,0,1,0,0,0,0,0,0
define,0,1,0,0,0,0,0,0
finishes,0,1,0,0,0,0,0,0
stationed,0,1,0,0,0,3,0,0
airplanes,0,1,0,0,0,0,0,0
volunteer,0,1,0,0,0,0,0,1
kenya,0,1,1,0,0,1,0,0
welcoming,0,1,1,0,0,0,0,1
splits,0,1,2,0,0,0,0,0
plain,0,1,0,0,0,0,0,0
rectangular,0,1,0,0,0,0,0,0
frustrating,0,1,0,0,0,0,0,0
amenity,0,1,0,0,0,0,0,0
arrangements,0,1,0,0,0,0,0,0
lifetime,0,1,0,0,0,0,0,2
arabic,0,1,0,0,0,2,1,0
watchful,0,1,0,0,0,0,0,0
grinder,0,1,0,0,0,0,0,0
bargainbasement,0,1,0,0,0,0,0,0
tumbles,0,1,0,0,0,0,0,0
shuttle,1,1,0,0,0,0,0,0
strawberries,0,1,0,0,0,0,0,0
giggles,0,1,0,0,0,0,0,0
rua,0,1,0,0,0,0,0,0
sauna,0,1,0,0,0,0,1,0
sisters,0,1,0,0,0,0,0,0
numbered,0,1,1,0,0,0,0,0
freshest,0,1,0,0,0,0,0,0
seth,2,1,0,0,0,0,0,0
disoriented,0,1,0,0,0,0,0,0
exceedingly,0,1,0,0,0,0,1,0
sets,0,1,0,0,0,0,0,0
multibilliondollar,0,1,0,0,0,0,0,0
axthrowing,0,1,0,0,0,0,0,0
dakota,0,1,0,0,0,0,0,0
raves,0,1,0,0,0,0,0,1
flee,0,1,0,0,0,0,0,0
lake,0,1,0,0,0,0,1,0
bench,0,1,1,0,0,2,0,1
aruba,0,1,0,0,0,0,0,0
softspoken,0,1,0,0,0,0,0,0
match,0,1,2,0,0,0,1,1
resolved,0,1,0,0,0,0,0,0
tests,0,1,0,0,0,0,0,5
queensway,0,1,0,0,0,0,0,0
bricabrac,0,1,0,0,0,0,0,0
flamingo,0,1,0,0,0,0,0,0
zorika,0,1,0,0,0,0,0,0
tons,0,1,0,0,0,0,0,0
easytopack,0,1,0,0,0,0,0,0
viruses,0,1,0,0,0,0,0,0
classical,0,1,0,0,0,0,0,0
pauline,0,1,0,0,0,0,0,0
tony,1,1,3,0,0,4,0,0
convex,0,1,0,0,0,0,0,0
supportive,0,1,1,0,0,0,0,1
happens,1,1,3,0,1,1,0,0
shelter,0,1,0,0,0,0,0,0
discretion,0,1,0,0,0,0,0,0
snuggle,0,1,0,0,0,0,0,0
hose,0,1,0,0,0,0,0,0
festivalgoers,0,1,0,0,0,0,1,0
stellar,0,1,2,0,0,0,0,0
worthy,0,1,1,0,0,0,0,0
noisy,0,1,0,0,0,0,0,1
gifts,0,1,0,0,0,0,0,0
smartly,0,1,0,0,0,0,0,0
introduces,0,1,0,0,0,0,0,0
louisville,0,1,0,0,0,0,0,0
flaky,0,1,0,0,0,0,0,0
introduced,0,1,0,0,0,1,0,1
tsim,0,1,0,0,0,0,0,0
conway,0,1,0,0,0,0,0,0
broadshouldered,0,1,0,0,0,0,0,0
guard,0,1,4,0,0,0,0,0
female,0,1,0,0,0,1,2,1
legends,0,1,0,0,0,0,0,0
luminary,0,1,0,0,0,0,0,0
firefighter,0,1,0,0,0,0,0,0
headspeth,0,1,0,0,0,0,0,0
santas,0,1,0,0,0,0,0,0
extended,0,1,1,0,0,0,0,1
caitlin,0,1,0,0,0,0,0,0
strummers,0,1,0,0,0,0,0,0
repeated,0,1,0,0,0,2,0,0
memphis,0,1,3,0,0,0,0,0
bug,0,1,0,0,0,0,0,0
glory,0,1,0,0,0,0,0,0
j,0,1,0,0,0,0,0,0
flip,0,1,0,0,0,0,0,0
condiment,0,1,0,0,0,0,0,0
halfnaked,0,1,0,0,0,0,0,0
rabbits,0,1,0,0,0,0,0,0
pin,0,1,0,0,0,0,0,0
deaths,0,1,0,0,0,0,0,2
pie,0,1,0,0,0,0,0,0
paraguay,0,1,0,0,0,0,0,0
halfdozen,0,1,0,0,0,0,0,0
anini,0,1,0,0,0,0,0,0
blankfein,0,1,0,0,0,0,0,0
oak,0,1,0,0,0,0,0,1
nelson,0,1,2,0,0,0,0,0
puzzlement,0,1,0,0,0,0,0,0
variation,0,1,0,0,0,0,0,1
semis,0,1,0,0,0,0,0,0
weaponry,0,1,0,0,0,0,0,0
thoreau,0,1,0,0,0,0,0,0
yelp,0,1,0,0,0,0,0,0
shekia,0,1,0,0,0,0,0,0
craft,0,1,0,0,0,0,0,1
biotechnology,0,1,0,0,0,0,0,0
westfield,0,1,0,0,0,0,0,0
hats,0,1,0,0,0,0,1,0
martinis,0,1,0,0,0,0,0,0
greatgrandmother,0,1,0,0,0,0,0,0
hate,0,1,1,0,0,1,0,0
trolley,0,1,0,0,0,0,0,0
patches,0,1,0,0,0,1,0,0
tweet,0,1,1,0,0,0,0,0
highvalue,0,1,0,0,0,0,0,0
tweed,0,1,0,0,0,0,0,0
suburban,0,1,1,0,0,0,0,0
housecleaning,0,1,0,0,0,0,0,0
fishbowl,0,1,0,0,0,0,0,0
trailer,0,1,0,0,2,0,0,0
encounter,0,1,0,0,0,0,1,1
guiding,0,1,0,0,0,0,0,0
invernessshire,0,1,0,0,0,0,0,0
schlep,0,1,0,0,0,0,0,0
bicycle,0,1,0,0,0,0,0,1
consistent,0,1,3,0,0,1,0,1
weddings,0,1,0,0,0,1,0,0
nail,0,1,0,0,0,0,0,0
scribbled,0,1,0,0,0,0,1,0
griggs,0,1,0,0,0,0,0,1
fixtures,0,1,0,0,0,0,0,0
christ,0,1,0,0,0,0,0,0
organisms,0,1,0,0,0,0,0,0
solemn,0,1,0,0,0,0,0,0
liberty,0,1,0,0,0,0,0,0
disney,0,1,0,0,0,0,0,0
rebooked,0,1,0,0,0,0,0,0
pratt,0,1,0,0,0,0,0,0
path,0,1,1,0,0,1,0,2
stares,0,1,0,0,0,0,0,0
biloxi,0,1,0,0,0,0,0,0
worldrenowned,0,1,0,0,0,0,0,0
luggage,0,1,0,0,0,0,0,0
stevie,0,1,0,0,1,0,0,0
deers,0,1,0,0,0,0,0,0
museums,0,1,0,0,0,0,0,0
andreessen,0,1,0,0,0,0,0,0
vacations,0,1,0,0,0,0,0,0
jumpstarts,0,1,0,0,0,0,0,0
feelings,0,1,1,0,0,1,0,0
meats,0,1,0,0,0,0,0,1
actions,0,1,0,0,0,0,0,0
remaining,0,1,2,0,0,2,0,0
hospital,0,1,0,0,0,3,0,5
crowning,0,1,0,0,0,0,0,0
hanoi,0,1,0,0,0,0,0,0
bayou,0,1,0,0,0,0,0,0
molitor,0,1,0,0,0,0,0,0
musk,0,1,0,0,0,0,0,0
mush,0,1,0,0,0,0,0,0
varsity,0,1,0,0,0,0,0,0
alfassa,0,1,0,0,0,0,0,0
pouch,0,1,0,0,0,0,0,0
tampa,0,1,3,0,0,0,0,0
md,0,1,0,0,0,0,0,1
mf,0,1,0,0,0,0,0,0
mi,0,1,1,0,0,0,0,0
salvage,0,1,0,0,0,0,0,0
carmel,0,1,0,0,0,0,0,1
shook,0,1,0,0,0,0,0,0
bevy,0,1,0,0,0,0,0,0
diminished,0,1,0,0,0,0,0,0
taxiway,0,1,0,0,0,0,0,0
returning,0,1,0,0,0,0,0,0
lomilomi,0,1,0,0,0,0,0,0
raffle,0,1,0,0,0,0,0,0
mess,0,1,1,0,0,0,1,0
homelessness,0,1,0,0,0,0,0,0
delicacy,0,1,0,0,0,0,0,0
lump,0,1,0,0,0,0,0,0
jumping,0,1,0,0,0,0,0,0
parallel,0,1,0,0,0,0,0,0
strapping,0,1,0,0,0,0,0,0
amid,0,1,2,0,1,3,2,0
upside,0,1,1,0,0,0,0,0
ultimate,0,1,2,0,0,0,1,0
plumbing,0,1,0,0,0,0,0,0
tacked,0,1,0,0,0,0,0,0
sickly,0,1,0,0,0,0,0,0
glances,0,1,0,0,0,0,0,0
swapped,0,1,1,0,0,0,0,0
walkable,0,1,0,0,0,0,0,1
strand,0,1,0,0,0,0,0,0
wellpracticed,0,1,0,0,0,0,0,0
nightcap,0,1,0,0,0,0,0,0
diseases,0,1,0,0,0,0,0,2
esquire,0,1,0,0,0,0,0,0
publicizing,0,1,0,0,0,0,0,0
shadows,0,1,0,0,0,1,0,0
alex,1,1,3,0,0,0,0,0
regularly,2,1,0,0,0,0,0,0
potatoes,0,1,0,0,0,1,0,1
detroit,0,1,3,0,0,0,0,0
choir,0,1,0,0,0,2,0,0
filling,0,1,0,0,0,0,0,0
newport,0,1,0,0,0,0,0,0
oahu,0,1,0,0,0,0,0,0
lasting,0,1,0,0,0,0,0,0
perimeter,0,1,1,0,0,0,0,0
hanger,0,1,0,0,0,0,0,0
magnets,0,1,0,0,0,0,0,0
superheavy,0,1,0,0,0,0,0,0
moldova,0,1,0,0,0,0,0,0
driving,0,1,2,0,0,3,1,2
washed,0,1,0,0,0,0,1,0
artifacts,0,1,0,0,0,0,0,0
laid,1,1,1,0,0,1,0,1
swell,0,1,0,0,0,0,0,0
hang,0,1,0,0,0,0,0,1
formation,0,1,0,0,0,0,0,0
evil,1,1,0,0,0,0,0,0
angus,0,1,0,0,0,0,0,0
immigrated,0,1,0,0,0,0,0,0
ambles,0,1,0,0,0,0,0,0
estefan,0,1,0,0,0,0,0,0
ritual,0,1,0,0,0,0,0,0
longterm,0,1,1,0,0,0,0,2
outfits,0,1,0,0,0,0,1,0
soda,0,1,0,0,0,0,0,1
aspire,0,1,0,0,0,0,0,0
inspectors,0,1,0,0,0,0,0,0
rank,0,1,1,0,0,0,0,1
hearing,0,1,2,0,0,2,0,0
loaded,1,1,0,0,0,0,0,0
portable,0,1,0,0,0,0,1,0
tow,0,1,0,0,0,0,0,0
ton,0,1,0,0,0,0,0,0
carrey,0,1,0,0,0,0,0,0
toe,0,1,0,0,0,0,0,0
hangout,0,1,0,0,0,0,0,0
centered,0,1,0,0,0,0,1,0
tool,1,1,0,0,0,0,1,1
brushes,0,1,0,0,0,0,0,0
negotiating,0,1,1,0,0,0,0,0
wardrobe,0,1,0,0,0,0,0,0
nudging,0,1,0,0,0,0,0,0
fourhour,0,1,0,0,0,0,0,0
nominate,0,1,0,0,0,0,0,0
immigrants,0,1,0,0,0,0,0,0
bethany,0,1,0,0,0,0,0,0
expo,0,1,0,0,0,0,0,0
ran,0,1,1,0,0,3,0,1
lunchtime,0,1,0,0,0,0,0,0
